Name,Platform,Genre,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,XGRP
Ferrari Challenge Trofeo Pirelli,PS3,Racing,2008.0,System 3 Arcade Software,0,3,0,1,A
Aero Gauge,N64,Racing,1997.0,ASCII Entertainment,6,1,0,0,A
Gotouchi Kenkei DS,DS,Misc,2006.0,Spike,0,0,3,0,A
Viva Pinata: Trouble in Paradise,X360,Simulation,2008.0,Microsoft Game Studios,16,25,1,5,A
F1 2000,PS,Racing,2000.0,Electronic Arts,14,9,0,2,A
Bratz,GBA,Platform,2002.0,Ubisoft,10,4,0,0,A
Tamagotchi Party On!,Wii,Misc,2006.0,Namco Bandai Games,12,0,6,1,A
Xbox Music Mixer,XB,Misc,2003.0,Microsoft Game Studios,26,8,0,1,A
Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,Adventure,2008.0,Arc System Works,0,0,3,0,A
The Saboteur,PC,Action,2009.0,Electronic Arts,0,5,0,1,A
Destruction Derby Raw,PS,Racing,2000.0,Sony Computer Entertainment,8,5,0,1,A
Warhammer 40:000: Dawn of War II - Chaos Rising,PC,Strategy,2010.0,THQ,8,1,0,1,A
Grand Theft Auto V,PS4,Action,2014.0,Take-Two Interactive,380,581,36,202,A
Dynasty Warriors 8: Xtreme Legends,PS3,Action,2013.0,Tecmo Koei,2,3,11,1,A
Driver: San Francisco,PC,Racing,2011.0,Ubisoft,5,10,0,3,A
NASCAR 99,PS,Racing,1998.0,Electronic Arts,145,4,0,4,A
Royal Palace of White Sword and The City of Gentiles,PS2,Role-Playing,2005.0,Take-Two Interactive,0,51,0,62,A
GRID 2,PC,Racing,2013.0,Codemasters,0,6,0,1,A
Super Mario Advance,GBA,Platform,2001.0,Nintendo,314,124,91,20,A
Chaos;Head Noah,X360,Adventure,2009.0,5pb,0,0,4,0,A
Virtua Cop 2,SAT,Shooter,1996.0,Sega,0,0,30,0,A
Wu-Tang: Shaolin Style,PS,Fighting,1998.0,Activision,27,18,0,3,A
Two Worlds,X360,Role-Playing,2007.0,SouthPeak Games,41,23,0,7,A
Karaoke Revolution Party,XB,Misc,2005.0,Konami Digital Entertainment,5,1,0,0,A
Fancy Nancy: Tea Party Time!,DS,Adventure,2010.0,THQ,17,0,0,1,A
Frogger's Adventures: The Rescue,PS2,Platform,2003.0,Konami Digital Entertainment,16,12,0,4,A
Jampack Volume 12,PS2,Misc,2005.0,Sony Computer Entertainment,15,12,0,4,A
Crash Bandicoot 2: N-Tranced,GBA,Platform,2003.0,Vivendi Games,63,66,0,7,A
Raiders of the Lost Ark,2600,Action,1981.0,Atari,46,3,0,1,A
Tekken 3D: Prime Edition,3DS,Fighting,2012.0,Nintendo,6,8,5,1,A
WinBack: Covert Operations,PS2,Shooter,2000.0,Midas Interactive Entertainment,14,11,0,4,A
Duck Hunt,NES,Shooter,1984.0,Nintendo,2693,63,28,47,A
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,Fighting,2016.0,Namco Bandai Games,39,41,10,16,A
Winx Club: Saving Alfea,3DS,Action,2014.0,Namco Bandai Games,0,1,0,0,A
Pokemon Diamond/Pokemon Pearl,DS,Role-Playing,2006.0,Nintendo,642,451,604,137,A
TouchMaster 3(Others sales),DS,Puzzle,2009.0,Warner Bros. Interactive Entertainment,0,24,0,2,A
Crypt Killer,PS,Shooter,1997.0,Konami Digital Entertainment,2,1,0,0,A
Aliens vs Predator,X360,Shooter,2010.0,Sega,55,40,0,11,A
Vitamin R,PSP,Adventure,2013.0,D3Publisher,0,0,2,0,A
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,Action,2015.0,Square Enix,16,13,37,6,A
Ice Age: Dawn of the Dinosaurs,PC,Action,2009.0,Activision,2,0,0,0,A
Castlevania Chronicles,PS,Platform,2001.0,Konami Digital Entertainment,7,5,0,1,A
Shadows of the Damned,PS3,Action,2011.0,Electronic Arts,11,9,4,4,A
WarioWare: Twisted!,GBA,Puzzle,null,Unknown,16,6,50,2,A
Silent Hill 2: Restless Dreams,XB,Action,2001.0,Konami Digital Entertainment,21,6,0,1,A
Cars 2,Wii,Racing,2011.0,Disney Interactive Studios,46,39,0,10,A
Chuck E. Cheese's Super Collection,Wii,Action,2011.0,UFO Interactive,2,0,0,0,A
Peter Jackson's King Kong: The Official Game of the Movie,PSP,Action,2005.0,Ubisoft,16,1,0,2,A
Colony Wars: Vengeance,PS,Simulation,1998.0,Psygnosis,13,9,0,2,A
The Smurfs 2,WiiU,Platform,2013.0,Ubisoft,4,4,0,1,A
Final Fantasy Adventure,GB,Role-Playing,1991.0,SquareSoft,0,0,38,0,A
Pac-Man Power Pack,PS2,Misc,2008.0,Namco Bandai Games,4,3,0,1,A
Nobunaga's Ambition: Sphere of Influence,PS4,Strategy,2014.0,Tecmo Koei,3,0,0,1,A
Adventure Time: The Secret of the Nameless Kingdom,3DS,Action,2014.0,Little Orbit,0,7,0,0,A
Emergency 2012,DS,Simulation,2010.0,Rondomedia,0,2,0,0,A
Shrek: Forever After,X360,Platform,2010.0,Activision,9,0,0,1,A
Final Fantasy Tactics A2: Grimoire of the Rift,DS,Role-Playing,2007.0,Square Enix,42,3,30,4,A
Hoppie,DS,Platform,2011.0,Jack of All Games,2,0,0,0,A
Mega Man Zero 3,GBA,Platform,2004.0,Capcom,16,6,0,0,A
Dood's Big Adventure,Wii,Platform,2010.0,THQ,22,1,0,2,A
NASCAR 06: Total Team Control,PS2,Racing,2005.0,Electronic Arts,53,2,0,9,A
Kingdom Hearts 358/2 Days,DS,Role-Playing,2009.0,Square Enix,111,27,53,14,A
Spy Games: Elevator Mission,Wii,Shooter,2007.0,Tommo,6,0,0,0,A
Army Men: Soldiers of Misfortune,Wii,Shooter,2008.0,Zoo Games,12,0,0,1,A
Marvel Nemesis: Rise of the Imperfects,DS,Fighting,2005.0,Electronic Arts,8,0,0,1,A
Dolphin,2600,Action,1983.0,Activision,27,2,0,0,A
The ICO & Shadow of the Colossus Collection,PS3,Adventure,2011.0,Sony Computer Entertainment,67,37,13,17,A
Bomberman Land,PS,Misc,2000.0,Hudson Soft,0,0,15,1,A
Myth Makers: Trixie in Toyland,Wii,Platform,2008.0,Popcorn Arcade,4,0,0,0,A
Hikaru no Go: Heian Gensou Ibunroku,PS,Adventure,2002.0,Konami Digital Entertainment,0,0,6,0,A
Strikers 1945,PS,Shooter,1998.0,Midas Interactive Entertainment,7,5,0,1,A
Lunar Knights,DS,Role-Playing,2006.0,Konami Digital Entertainment,17,1,4,2,A
Bleach DS 4th: Flame Bringer,DS,Action,2009.0,Sega,0,0,3,0,A
Dog's Life,PS2,Adventure,2003.0,Sony Computer Entertainment,21,16,0,5,A
Star Wars: Bounty Hunter,PS2,Shooter,2002.0,LucasArts,53,42,0,14,A
Bella Sara 2 - The Magic of Drasilmare,3DS,Adventure,2013.0,Big Ben Interactive,0,2,0,0,A
Devil May Cry 4,PC,Action,2008.0,Capcom,1,2,0,1,A
Reign of Fire,GBA,Shooter,2002.0,BAM! Entertainment,3,1,0,0,A
Mass Effect 3,PS3,Role-Playing,2012.0,Electronic Arts,63,59,3,21,A
ShellShock 2: Blood Trails,X360,Shooter,2009.0,Eidos Interactive,5,3,0,1,A
Jet Li: Rise to Honor,PS2,Action,2004.0,Sony Computer Entertainment,62,48,0,16,A
WCW Mayhem,N64,Fighting,1999.0,Electronic Arts,63,15,0,1,A
G.I. Joe: The Rise of Cobra,PSP,Action,2009.0,Electronic Arts,11,2,0,2,A
SpongeBob SquarePants: Game Boy Advance Video Volume 1,GBA,Misc,2004.0,N/A,46,17,0,1,A
Super Monkey Ball: Touch & Roll,DS,Misc,2005.0,Sega,70,1,0,6,A
Banjo-Pilot,GBA,Racing,2005.0,THQ,7,3,0,0,A
Monster Lab,Wii,Role-Playing,2008.0,Eidos Interactive,28,2,0,2,A
Overwatch,XOne,Shooter,2016.0,Activision,52,25,0,8,A
Famicom Mini: Balloon Fight,GBA,Action,2004.0,Nintendo,0,0,6,0,A
Battlefield 2: Modern Combat,XB,Shooter,2005.0,Electronic Arts,39,15,0,2,A
Robin Hood: Defender of the Crown,XB,Strategy,2003.0,Capcom,2,1,0,0,A
Green Day: Rock Band,X360,Misc,2010.0,MTV Games,24,13,0,4,A
Guitar Hero III: Legends of Rock,Wii,Misc,2007.0,Activision,306,112,0,44,A
R.U.S.E.,PS3,Strategy,2010.0,Ubisoft,18,22,2,9,A
Ridge Racer,PSV,Racing,2011.0,Namco Bandai Games,4,8,5,3,A
inFAMOUS 2,PS3,Action,2011.0,Sony Computer Entertainment,105,49,8,23,A
Lemony Snicket's A Series of Unfortunate Events,GC,Platform,2004.0,Activision,20,5,0,1,A
Bratz 4 Real,DS,Adventure,2007.0,THQ,28,22,0,6,A
Air Conflicts: Secret Wars,PC,Simulation,2011.0,bitComposer Games,0,2,0,1,A
Mario Party 8,Wii,Misc,2007.0,Nintendo,381,229,158,73,A
Marvel Super Hero Squad: The Infinity Gauntlet,X360,Action,2010.0,THQ,12,2,0,1,A
Burnout Revenge,X360,Racing,2006.0,Electronic Arts,42,5,0,4,A
Tempest 3X,PS,Shooter,1995.0,Interplay,4,3,0,1,A
Ouka Sengoku Portable,PSP,Adventure,2012.0,Alchemist,0,0,1,0,A
Def Jam: Fight for NY,PS2,Fighting,2004.0,Electronic Arts,86,67,0,22,A
Harry Potter and the Half-Blood Prince,PSP,Action,2009.0,Electronic Arts,18,21,0,12,A
WWE All Stars,Wii,Fighting,2011.0,THQ,11,7,0,2,A
Super Fire ProWrestling,SNES,Fighting,1991.0,Human Entertainment,0,0,39,0,A
MTV Music Generator,PS,Misc,1999.0,Codemasters,26,18,0,3,A
Yoshi's Cookie,GB,Puzzle,1992.0,Nintendo,59,24,82,3,A
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,Adventure,2011.0,Banpresto,0,0,15,0,A
ShellShock 2: Blood Trails,PS3,Shooter,2009.0,Eidos Interactive,4,3,0,1,A
Flag Capture,2600,Action,null,Atari,25,2,0,0,A
Galerians: Ash,PS2,Adventure,2002.0,Sammy Corporation,3,3,0,1,A
UFC 2009 Undisputed,X360,Fighting,2009.0,THQ,148,39,0,19,A
Test Drive Off-Road Wide Open,XB,Racing,2001.0,Infogrames,15,3,0,1,A
Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,PS2,Misc,2007.0,Hackberry,0,0,8,0,A
MotoGP 10/11,PS3,Racing,2011.0,Capcom,4,10,0,4,A
Thoroughbred Breeder II Plus,PS,Simulation,1995.0,Hect,0,0,4,0,A
Way of the Samurai 3,PS3,Action,2008.0,Gamebridge,18,8,22,4,A
How to Train Your Dragon,X360,Action,2010.0,Activision,11,2,0,1,A
The Sims 3: High-End Loft Stuff,PC,Simulation,2010.0,Electronic Arts,1,53,0,12,A
Last Bronx,SAT,Fighting,1996.0,Sega,0,0,13,0,A
Picross 3D,DS,Puzzle,2009.0,Nintendo,30,3,16,3,A
Shrek's Carnival Craze Party Games,DS,Misc,2008.0,Activision,22,0,0,2,A
Resident Evil Archives: Resident Evil,Wii,Action,2008.0,Capcom,17,4,8,2,A
Fireblade,XB,Action,2002.0,Midway Games,6,2,0,0,A
Petz: Horsez 2,PS2,Simulation,2007.0,Ubisoft,13,10,0,3,A
Bleach: Erabareshi Tamashii,PS2,Adventure,2005.0,Sony Computer Entertainment,0,0,8,0,A
Worms,X360,Strategy,2007.0,Microsoft Game Studios,0,2,0,0,A
Family Fortunes,Wii,Misc,2009.0,Mindscape,0,12,0,1,A
Wing Commander: Prophecy,GBA,Simulation,2003.0,Destination Software: Inc,4,1,0,0,A
Star Wars: Republic Commando,XB,Shooter,2005.0,Activision,48,17,0,2,A
Mar Heaven: Karudea no Akuma,DS,Role-Playing,2006.0,Konami Digital Entertainment,0,0,2,0,A
Klonoa 2: Lunatea's Veil,PS2,Platform,2001.0,Sony Computer Entertainment,12,10,8,3,A
MX vs. ATV Untamed,X360,Racing,2007.0,THQ,55,8,0,6,A
Alienators: Evolution Continues,GBA,Action,2001.0,Activision,3,1,0,0,A
Tomb Raider: Legend,PSP,Action,2006.0,Eidos Interactive,9,24,0,12,A
Medal of Honor Heroes 2,Wii,Shooter,2007.0,Electronic Arts,34,4,1,4,A
Dora the Explorer: Journey to the Purple Planet,GC,Adventure,2005.0,Global Star,9,2,0,0,A
Armor Ambush,2600,Action,1981.0,Mattel Interactive,15,1,0,0,A
Top Spin 3,PS3,Action,2008.0,Take-Two Interactive,8,37,0,12,A
Ultimate Card Games,GBA,Misc,2003.0,Telegames,9,3,0,0,A
Game & Watch Gallery 3,GB,Misc,1999.0,Nintendo,79,31,8,4,A
Doraemon: Nobita no Shin Makai Daibouken DS,DS,Role-Playing,2007.0,Sega,0,0,7,0,A
Full Spectrum Warrior: Ten Hammers,XB,Strategy,2006.0,THQ,3,1,0,0,A
Shadow of the Colossus,PS2,Action,2005.0,Sony Computer Entertainment,78,3,20,13,A
Mission Runway,DS,Simulation,2008.0,Eidos Interactive,7,1,0,1,A
Mega Man X2,SNES,Platform,1993.0,Laguna,9,2,45,0,A
LEGO Star Wars: The Complete Saga,Wii,Action,2007.0,LucasArts,366,163,0,53,A
Romance of the Three Kingdoms XI,PS2,Strategy,2007.0,Tecmo Koei,0,0,7,0,A
ZombiU,WiiU,Action,2012.0,Ubisoft,53,36,5,8,A
SD Gundam G Generation Seed,PS2,Strategy,2004.0,Namco Bandai Games,0,0,40,0,A
Headhunter: Redemption,XB,Action,2004.0,Sega,2,0,0,0,A
Tamagotchi no Pichi Pichi Omisecchi,DS,Action,2010.0,Namco Bandai Games,0,0,13,0,A
Mystery Case Files: MillionHeir,DS,Adventure,2008.0,Nintendo,76,40,0,12,A
Sky Dancers,GBA,Action,2005.0,Crave Entertainment,2,1,0,0,A
Gem Smashers,3DS,Platform,2011.0,Crave Entertainment,4,0,0,0,A
DoraMoji: Nobita no Kanji Daisakusen,3DS,Misc,2015.0,Shogakukan,0,0,3,0,A
Contra 4,DS,Shooter,2007.0,Konami Digital Entertainment,28,0,1,2,A
Crusader: No Remorse,PS,Adventure,1996.0,Electronic Arts,3,2,0,0,A
Conflict: Global Terror,XB,Shooter,2005.0,SCi,8,2,0,0,A
Full Auto,X360,Shooter,2006.0,Sega,19,1,0,2,A
Art Academy: Home Studio,WiiU,Misc,2015.0,Nintendo,0,0,1,0,A
Stronghold Legends,PC,Strategy,2006.0,Take-Two Interactive,0,1,0,0,A
Get On Da Mic,PS2,Misc,2004.0,Eidos Interactive,7,6,0,2,A
James Bond 007: Blood Stone,X360,Shooter,2010.0,Activision,20,24,0,5,A
Rock Band: Metal Track Pack,Wii,Misc,2009.0,MTV Games,10,0,0,1,A
Avatar: The Last Airbender,Wii,Adventure,2006.0,THQ,24,2,0,2,A
DiRT 2,PC,Racing,2009.0,Codemasters,0,4,0,1,A
Silent Hill: Homecoming,X360,Action,null,Konami Digital Entertainment,25,16,0,4,A
Star Wars Jedi Knight II: Jedi Outcast,GC,Shooter,2002.0,Activision,18,5,0,1,A
NCIS 3D,3DS,Adventure,2011.0,Ubisoft,6,4,0,1,A
Pocket Dogs,GBA,Misc,2004.0,Agatsuma Entertainment,6,2,0,0,A
Ninja Gaiden Black,XB,Action,2005.0,Microsoft Game Studios,7,2,0,0,A
Romance of the Three Kingdoms III: Dragon of Destiny,SNES,Strategy,1992.0,Tecmo Koei,0,0,28,0,A
Metal Gear Solid 3: Subsistence,PS2,Action,2005.0,Konami Digital Entertainment,34,1,15,6,A
Agatha Christie: Evil Under the Sun,Wii,Adventure,2008.0,The Adventure Company,7,2,0,1,A
Hammerin' Hero,PSP,Action,2008.0,Irem Software Engineering,6,0,0,1,A
Shining Tears,PS2,Role-Playing,2004.0,Sega,5,4,0,1,A
Bust-A-Move,3DO,Puzzle,1994.0,Micro Cabin,0,0,2,0,A
Clive Barker's Jericho,PS3,Shooter,2007.0,Codemasters,17,1,0,2,A
Zoo Hospital,DS,Simulation,2007.0,Eidos Interactive,3,0,0,0,A
Kirby Super Star Ultra,DS,Platform,2008.0,Nintendo,157,4,119,15,A
The Mummy: Tomb of the Dragon Emperor,Wii,Action,2008.0,Vivendi Games,8,0,0,1,A
Galaxy Angel II: Zettairyouiki no Tobira,PS2,Strategy,2006.0,Broccoli,0,0,3,0,A
Uta no * Prince-Sama: Repeat,PSP,Adventure,2011.0,Broccoli,0,0,14,0,A
Aliens vs Predator,PC,Shooter,2010.0,Sega,0,17,0,2,A
Sega Smash Pack,GBA,Misc,2002.0,Atari,23,8,0,1,A
Legend of Kay,DS,Action,2010.0,JoWood Productions,6,0,0,0,A
Final Fantasy,NES,Role-Playing,1987.0,SquareSoft,32,0,52,0,A
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,Adventure,2012.0,Idea Factory,0,0,3,0,A
Hannah Montana: Spotlight World Tour,Wii,Action,2007.0,Disney Interactive Studios,87,38,0,13,A
The Legend of the Mystical Ninja,SNES,Adventure,1991.0,Konami Digital Entertainment,0,0,48,0,A
Parodius,PS,Shooter,1994.0,Konami Digital Entertainment,0,0,31,2,A
N+,DS,Platform,2007.0,Atari,6,0,0,0,A
Minecraft,PS3,Misc,2014.0,Sony Computer Entertainment,197,250,0,94,A
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,Adventure,2009.0,Ubisoft,12,10,0,2,A
Harry Potter and the Deathly Hallows - Part 2,X360,Action,2011.0,Electronic Arts,19,12,0,3,A
Sora no Otoshimono: DokiDoki Summer Vacation,PSP,Adventure,2010.0,Kadokawa Shoten,0,0,1,0,A
Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,Action,2013.0,D3Publisher,10,3,0,1,A
Deus Ex: Human Revolution,PC,Shooter,2011.0,Square Enix,25,25,0,9,A
Attack on Titan (KOEI),XOne,Action,2016.0,Tecmo Koei,1,1,0,0,A
Super Bomberman,SNES,Puzzle,1992.0,Hudson Soft,0,0,56,0,A
Xenoblade Chronicles X,WiiU,Role-Playing,2015.0,Nintendo,36,28,14,6,A
Thomas and Friends: Steaming around Sodor,3DS,Action,2015.0,Avanquest Software,0,2,0,0,A
My Healthy Cooking Coach,DS,Simulation,null,Unknown,9,0,0,1,A
DreamWorks Super Star Kartz,PS3,Racing,2011.0,Activision,6,3,0,2,A
Warriors Orochi 3,PSV,Action,2013.0,Tecmo Koei,0,0,7,0,A
Midway Arcade Treasures 3,GC,Misc,2005.0,Midway Games,5,1,0,0,A
Rakushou! Pachi-Slot Sengen 4,PS2,Misc,2006.0,Tecmo Koei,0,0,1,0,A
MX vs. ATV Untamed,PS2,Racing,2007.0,THQ,32,1,0,5,A
Saints Row: The Third,PS3,Action,2011.0,THQ,86,106,18,39,A
Rock Band 2,PS3,Misc,2008.0,MTV Games,112,20,0,16,A
TMNT,PSP,Action,2007.0,Ubisoft,10,1,0,1,A
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,Action,2016.0,Namco Bandai Games,0,0,6,0,A
Nicola Kanshuu: Model * Oshare Audition 2,3DS,Action,2011.0,Alchemist,0,0,6,0,A
Sniper: Ghost Warrior,PS3,Shooter,2011.0,City Interactive,26,36,4,14,A
PGR3 - Project Gotham Racing 3,X360,Racing,2005.0,Microsoft Game Studios,49,3,3,5,A
CID The Dummy,Wii,Platform,2009.0,Oxygen Interactive,2,0,0,0,A
LEGO The Lord of the Rings,DS,Action,2012.0,Warner Bros. Interactive Entertainment,0,14,0,2,A
Fracture,PS3,Shooter,2008.0,LucasArts,11,4,0,2,A
Dragon Quest VII: Warriors of Eden,3DS,Role-Playing,2013.0,Square Enix,7,4,130,1,A
Friends: The One with All the Trivia,PS2,Misc,2005.0,Warner Bros. Interactive Entertainment,3,2,0,1,A
Colin McRae Rally 04,PS2,Racing,2003.0,Codemasters,1,71,1,21,A
Dynasty Warriors 4: Xtreme Legends,PS2,Action,2003.0,Tecmo Koei,17,13,51,4,A
LEGO Star Wars: The Video Game,GC,Action,2005.0,Eidos Interactive,109,28,0,4,A
Diner Dash: Sizzle & Serve,PSP,Puzzle,2007.0,Eidos Interactive,11,0,0,1,A
Practise English!,DS,Misc,2007.0,Nintendo,0,0,73,0,A
Tales of Eternia,PSP,Role-Playing,2005.0,Ubisoft,0,1,25,1,A
The Bachelor: The Videogame,DS,Misc,2010.0,Warner Bros. Interactive Entertainment,8,0,0,1,A
The Binding of Isaac,PC,Action,2012.0,Unknown,0,3,0,0,A
Harry Potter and the Deathly Hallows - Part 2,PS3,Action,2011.0,Electronic Arts,14,15,0,5,A
CSI: Hard Evidence,X360,Adventure,2007.0,Ubisoft,7,2,0,1,A
Minna de Dokusho: Keatai Shousetsu Desu,PSP,Misc,2008.0,Dorart,0,0,2,0,A
Chicago Enforcer,XB,Shooter,2005.0,Kemco,2,0,0,0,A
Nobunaga no Yabou: Souzou,PS3,Strategy,2013.0,Tecmo Koei,0,0,19,0,A
2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,Misc,2005.0,THQ,44,16,0,1,A
Auto Modellista,GC,Racing,2003.0,Capcom,2,1,0,0,A
Resident Evil - Code: Veronica,DC,Action,2000.0,Eidos Interactive,41,23,47,3,A
The Beatles: Rock Band,X360,Misc,2009.0,MTV Games,97,23,0,11,A
Iron Man 2,PS3,Action,2010.0,Sega,14,19,0,7,A
Haikyuu!! Tsunage! Itadaki no Keshiki!!,3DS,Adventure,2014.0,Namco Bandai Games,0,0,7,0,A
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,Role-Playing,2010.0,ChunSoft,0,0,4,0,A
Wolfenstein: The New Order,PS3,Shooter,2014.0,Bethesda Softworks,14,25,2,9,A
Lego Star Wars: The Force Awakens,XOne,Action,2016.0,Warner Bros. Interactive Entertainment,12,10,0,2,A
Ski-Doo Snowmobile Challenge,X360,Racing,2009.0,Valcon Games,3,0,0,0,A
Mega Man Battle Network: Operation Shooting Star,DS,Role-Playing,null,Capcom,0,0,7,0,A
Pinball Hall of Fame: The Williams Collection,Wii,Misc,2008.0,System 3 Arcade Software,42,3,0,4,A
Canvas 2,PS2,Adventure,2006.0,Kadokawa Shoten,0,0,2,0,A
Imagine: Fashion Designer New York,DS,Simulation,2008.0,Ubisoft,65,32,0,10,A
Dragon Quest III: Soshite Densetsu e...,SNES,Role-Playing,1996.0,Enix Corporation,0,0,136,0,A
Capcom vs. SNK 2: Millionaire Fighting 2001,DC,Fighting,2001.0,Capcom,0,0,12,0,A
Bullet Girls,PSV,Action,2014.0,D3Publisher,0,0,6,0,A
Kotoba no Puzzle: Mojipittan Daijiten,PSP,Puzzle,2004.0,Namco Bandai Games,0,0,11,0,A
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,Shooter,2010.0,Sony Computer Entertainment,17,13,6,8,A
Spider-Man 2,PS2,Action,2004.0,Activision,175,120,2,43,A
RLH: Run Like Hell,XB,Shooter,2003.0,Avalon Interactive,3,1,0,0,A
Mega Man 8 Anniversary Collector's Edition,SAT,Platform,1997.0,Capcom,0,0,6,0,A
Guitar Hero: On Tour,DS,Misc,2008.0,Activision,211,101,1,35,A
The King of Fighters Collection: The Orochi Saga,PS2,Fighting,2006.0,Ignition Entertainment,10,8,0,3,A
Black Jack vs. Matsudajun,PS,Misc,2000.0,Pony Canyon,3,2,0,0,A
SBK09 Superbike World Championship,PS3,Racing,2009.0,Black Bean Games,0,1,0,0,A
Super Robot Taisen Z,PS2,Strategy,2008.0,Namco Bandai Games,0,0,50,0,A
Ecco the Dolphin: Defender of the Future,PS2,Adventure,2002.0,Sony Computer Entertainment,7,5,0,2,A
Need for Speed: Hot Pursuit,PC,Racing,2010.0,Electronic Arts,12,20,0,6,A
WWE Day of Reckoning 2,GC,Fighting,2005.0,THQ,26,7,0,1,A
Dungeon Explorer: Warriors of Ancient Arts,DS,Role-Playing,2007.0,Rising Star Games,5,0,0,0,A
Tongari Boushi to Oshare na Mahou Tsukai,DS,Action,2011.0,Konami Digital Entertainment,0,0,24,0,A
Overlord II,PS3,Action,2009.0,Codemasters,11,15,0,6,A
SpongeBob's Surf & Skate Roadtrip,DS,Action,2011.0,THQ,11,2,0,1,A
Ookami to Koushinryou: Omiowataru Kaze,DS,Adventure,2009.0,ASCII Media Works,0,0,2,0,A
The Professor's Brain Trainer: Logic,DS,Puzzle,2005.0,505 Games,2,0,0,0,A
Ninja Warriors,SNES,Action,1993.0,Titus,0,0,7,0,A
Evil Dead: Fistfull of Boomstick,XB,Action,2003.0,THQ,7,2,0,0,A
Dunamis 15,PS3,Adventure,2011.0,5pb,0,0,2,0,A
Dynasty Warriors Next,PSV,Action,2011.0,Tecmo Koei,6,7,11,3,A
Dragon Quest IX: Sentinels of the Starry Skies,DS,Role-Playing,2009.0,Nintendo,66,69,434,15,A
Harry Potter and the Sorcerer's Stone,PC,Action,2001.0,Electronic Arts,1,4,0,1,A
DS Bimoji Training,DS,Misc,2008.0,Nintendo,0,0,56,0,A
Shin Hayarigami,PSV,Adventure,2014.0,Nippon Ichi Software,0,0,5,0,A
Grand Ages: Medieval,PS4,Strategy,2015.0,Kalypso Media,0,5,1,1,A
Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,Shooter,1997.0,Namco Bandai Games,0,0,15,0,A
The Simpsons Game,DS,Action,2007.0,Electronic Arts,56,79,0,17,A
Driver: Renegade,3DS,Racing,2011.0,Ubisoft,5,4,0,1,A
Ping Pals,DS,Misc,2004.0,THQ,10,0,0,1,A
SingStar Party,PS2,Misc,2004.0,Sony Computer Entertainment,0,104,0,31,A
DJ Hero,X360,Misc,2009.0,Activision,56,40,0,11,A
Fashion Week Jr. Designer,DS,Simulation,2009.0,505 Games,4,0,0,0,A
Monster Jam: Path of Destruction,DS,Racing,2010.0,Activision,35,0,0,2,A
Brave: The Video Game,DS,Action,2012.0,Disney Interactive Studios,0,2,0,0,A
Ultraman Fighting Evolution 3,PS2,Fighting,2004.0,Banpresto,0,0,1,0,A
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,Adventure,2010.0,Namco Bandai Games,0,0,5,0,A
The Night of the Rabbit,PC,Adventure,2013.0,Daedalic Entertainment,0,3,0,0,A
LEGO Racers,N64,Racing,1999.0,LEGO Media,51,18,0,1,A
The King of Fighters: Evolution,DC,Fighting,2000.0,SNK,0,0,7,0,A
Fighting Vipers,SAT,Fighting,1995.0,Sega,0,0,40,0,A
Dream Dancer,DS,Misc,null,N/A,1,0,0,0,A
Dynasty Warriors DS: Fighter's Battle,DS,Action,2007.0,Tecmo Koei,4,0,3,0,A
Worms World Party,GBA,Strategy,2002.0,Ubisoft,4,1,0,0,A
Rugrats: Royal Ransom,PS2,Platform,2002.0,THQ,17,13,0,4,A
Slide Adventure: Mag Kid,DS,Action,2007.0,Nintendo,0,0,1,0,A
Murder in Venice,DS,Adventure,2011.0,City Interactive,6,3,0,1,A
Sigma Star Saga,GBA,Role-Playing,2005.0,Atari,4,1,0,0,A
Spartan: Total Warrior,GC,Action,2005.0,Sega,5,1,0,0,A
Metal Gear Solid: Social Ops,PS2,Action,2002.0,Konami Digital Entertainment,3,2,0,1,A
The Urbz: Sims in the City,GBA,Simulation,2004.0,Electronic Arts,37,22,0,3,A
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,Fighting,2010.0,Hudson Soft,0,0,5,0,A
The Secret World,PC,Role-Playing,2012.0,Funcom,7,8,0,2,A
The Fairly Odd Parents: Game Boy Advance Video Volume 2,GBA,Misc,2004.0,N/A,30,11,0,1,A
J Stars Victory Vs.,PS4,Fighting,2015.0,Namco Bandai Games,7,14,0,4,A
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,Fighting,2009.0,Marvelous Interactive,0,0,4,0,A
